time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1956-07-09T03:11:45.150Z,36.664,25.957,20,7.7,mw,,,,,iscgem,iscgem888445,2022-04-26T17:25:09.556Z,"19 km SSE of Amorgós, Greece",earthquake,,9.7,0.2,,reviewed,iscgem,iscgem
1956-02-20T20:31:41.100Z,39.891,30.543,15,6.23,mw,,,,,iscgem,iscgem887994,2022-04-26T17:22:44.360Z,"12 km N of Eski?ehir, Turkey",earthquake,,4.5,0.5,,reviewed,iscgem,iscgem
1956-01-06T12:15:44.970Z,40.418,26.487,15,5.71,mw,,,,,iscgem,iscgem887781,2022-04-26T17:21:15.342Z,"15 km W of Gelibolu, Turkey",earthquake,,6.4,0.21,,reviewed,iscgem,iscgem
1955-08-28T13:39:22.580Z,37.327,27.184,15,5.62,mw,,,,,iscgem,iscgem889865,2022-04-26T17:35:56.072Z,"9 km SW of Didim, Turkey",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1955-07-16T07:07:14.500Z,37.617,27.284,15,6.57,mw,,,,,iscgem,iscgem889750,2022-04-26T17:35:14.267Z,"9 km NW of Sar?kemer, Turkey",earthquake,,6,0.2,,reviewed,iscgem,iscgem
1955-06-02T23:34:38.560Z,40.274,25.653,15,5.59,mw,,,,,iscgem,iscgem889598,2022-04-26T17:34:33.366Z,"23 km WNW of Gökçeada, Turkey",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1954-08-19T21:03:26.610Z,40.986,36.516,15,5.35,mw,,,,,iscgemsup,iscgemsup890972,2022-05-09T20:07:00.832Z,"9 km W of Ayvac?k, Turkey",earthquake,,5.5,0.2,,reviewed,iscgemsup,iscgemsup
1954-08-05T20:39:13.640Z,35.9,27.572,25,5.3,mw,,,,,iscgemsup,iscgemsup890931,2022-05-09T20:06:28.552Z,"44 km SW of Émponas, Greece",earthquake,,13.7,0.23,,reviewed,iscgemsup,iscgemsup
1954-05-01T20:53:28.070Z,37.735,27.141,15,5.55,mw,,,,,iscgem,iscgem890595,2022-04-26T17:42:58.943Z,"13 km W of Davutlar, Turkey",earthquake,,4.9,0.25,,reviewed,iscgem,iscgem
1954-05-01T15:24:55.570Z,37.851,27.327,15,5.42,mw,,,,,iscgemsup,iscgemsup890593,2022-05-09T20:05:20.041Z,"6 km E of Ku?adas?, Turkey",earthquake,,5.7,0.43,,reviewed,iscgemsup,iscgemsup
1953-09-07T03:58:59.630Z,40.956,33.204,10,6.13,mw,,,,,iscgem,iscgem891989,2022-04-26T17:55:03.611Z,"1 km N of Bayramören, Turkey",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1953-07-22T15:09:36.310Z,39.123,28.592,10,5.62,mw,,,,,iscgem,iscgem891841,2022-04-26T17:52:29.987Z,"10 km NW of Demirci, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1953-06-18T05:44:12.710Z,41.767,26.636,35,5.48,mw,,,,,iscgem,iscgem891762,2022-04-26T17:51:33.584Z,"11 km SW of Lâlapa?a, Turkey",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1953-06-09T16:28:26.280Z,39.431,27.905,15,5.17,mw,,,,,iscgemsup,iscgemsup891742,2022-05-09T20:12:56.158Z,"19 km WNW of Bigadiç, Turkey",earthquake,,4.2,0.2,,reviewed,iscgemsup,iscgemsup
1953-06-03T16:05:33.400Z,40.321,28.532,35,5.67,mw,,,,,iscgem,iscgem891723,2022-04-26T17:51:19.898Z,"18 km NE of Karacabey, Turkey",earthquake,,6.4,0.3,,reviewed,iscgem,iscgem
1953-05-02T18:37:40.460Z,38.457,26.616,15,5.51,mw,,,,,iscgem,iscgem891652,2022-04-26T17:50:26.604Z,"19 km NW of Urla, Turkey",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1953-05-02T05:41:55.810Z,38.321,26.207,15,5.51,mw,,,,,iscgem,iscgem891649,2022-04-26T17:50:25.550Z,"6 km E of Thymianá, Greece",earthquake,,6.6,0.57,,reviewed,iscgem,iscgem
1953-05-01T20:06:41.240Z,38.339,26.568,15,5.28,mw,,,,,iscgemsup,iscgemsup891647,2022-05-09T20:11:58.701Z,"17 km W of Urla, Turkey",earthquake,,4.9,0.2,,reviewed,iscgemsup,iscgemsup
1953-04-01T01:47:36.430Z,39.7,27.545,10,5.42,mw,,,,,iscgemsup,iscgemsup891595,2022-05-09T20:11:28.397Z,"",earthquake,,5.8,0.2,,reviewed,iscgemsup,iscgemsup
1953-03-24T21:17:36.280Z,36.855,36.966,15,5.45,mw,,,,,iscgem,iscgem891583,2022-04-26T17:50:02.212Z,"5 km SE of Musabeyli, Turkey",earthquake,,6.2,0.3,,reviewed,iscgem,iscgem
1953-03-19T21:13:59.180Z,39.812,27.412,20,5.35,mw,,,,,iscgemsup,iscgemsup891570,2022-05-09T20:10:51.211Z,"14 km ESE of Hamdibey, Turkey",earthquake,,4.2,0.26,,reviewed,iscgemsup,iscgemsup
1953-03-19T12:53:43.810Z,40.223,28.069,20,5.43,mw,,,,,iscgemsup,iscgemsup891568,2022-05-09T20:10:38.747Z,"16 km SSE of Band?rma, Turkey",earthquake,,5.3,0.54,,reviewed,iscgemsup,iscgemsup
1953-03-18T21:18:08.750Z,39.821,27.545,20,5.49,mw,,,,,iscgem,iscgem891564,2022-04-26T17:49:59.633Z,"8 km NNW of Balya, Turkey",earthquake,,4.2,0.2,,reviewed,iscgem,iscgem
1953-03-18T19:06:17.740Z,40.175,27.648,10,7.3,mw,,,,,iscgem,iscgem891561,2022-04-26T17:49:58.321Z,"7 km N of Gönen, Turkey",earthquake,,4.2,0.4,,reviewed,iscgem,iscgem
1952-10-22T17:00:41.860Z,36.841,35.496,15,5.66,mw,,,,,iscgem,iscgem893586,2022-04-26T18:08:31.686Z,"22 km SE of Adana, Turkey",earthquake,,8.9,0.24,,reviewed,iscgem,iscgem
1952-10-22T04:14:56.000Z,36.394,27.769,15,5.5,mw,,,,,iscgem,iscgem893584,2022-04-26T18:08:30.502Z,"20 km NNW of Émponas, Greece",earthquake,,34.5,0.2,,reviewed,iscgem,iscgem
1952-09-23T20:30:53.550Z,36.392,29.657,15,5.34,mw,,,,,iscgemsup,iscgemsup893452,2022-05-09T20:20:28.684Z,"21 km N of Ka?, Turkey",earthquake,,15,0.2,,reviewed,iscgemsup,iscgemsup
1952-06-09T14:48:38.540Z,36.624,27.668,15,5.2,mw,,,,,iscgemsup,iscgemsup893004,2022-05-09T20:18:29.656Z,"12 km S of Datça, Turkey",earthquake,,13.5,0.2,,reviewed,iscgemsup,iscgemsup
1952-03-19T01:27:29.050Z,39.561,28.722,35,5.77,mw,,,,,iscgem,iscgem892648,2022-04-26T18:01:46.645Z,"8 km ESE of Dursunbey, Turkey",earthquake,,5.4,0.23,,reviewed,iscgem,iscgem
1952-03-13T06:30:00.170Z,40.811,28.06,15,5.42,mw,,,,,iscgemsup,iscgemsup892627,2022-05-09T20:16:23.797Z,"19 km SSE of Marmara Ere?lisi, Turkey",earthquake,,3.9,0.24,,reviewed,iscgemsup,iscgemsup
1952-02-03T20:44:53.040Z,40.261,25.839,15,5.21,mw,,,,,iscgemsup,iscgemsup892450,2022-05-09T20:15:27.464Z,"8 km NW of Gökçeada, Turkey",earthquake,,5.2,0.26,,reviewed,iscgemsup,iscgemsup
1952-01-03T06:03:55.070Z,40.029,41.544,20,5.74,mw,,,,,iscgem,iscgem892350,2022-04-26T17:59:12.955Z,"12 km WNW of Pasinler, Turkey",earthquake,,5.7,0.2,,reviewed,iscgem,iscgem
1951-09-15T22:52:11.220Z,40.112,27.897,15,5.46,mw,,,,,iscgem,iscgem894701,2022-04-26T18:17:54.240Z,"9 km NW of Manyas, Turkey",earthquake,,5.3,0.2,,reviewed,iscgem,iscgem
1951-08-14T18:46:05.090Z,41.1,33.195,15,5.42,mw,,,,,iscgemsup,iscgemsup894623,2022-05-09T20:28:28.316Z,"17 km N of Bayramören, Turkey",earthquake,,3,0.48,,reviewed,iscgemsup,iscgemsup
1951-08-13T18:33:38.810Z,41.289,32.96,25,6.96,mw,,,,,iscgem,iscgem894620,2022-04-26T18:17:07.968Z,"14 km S of Eflani, Turkey",earthquake,,4.7,0.59,,reviewed,iscgem,iscgem
1951-04-08T21:38:10.210Z,36.516,35.869,15,5.82,mw,,,,,iscgem,iscgem894246,2022-04-26T18:14:06.483Z,"27 km W of Ç?rt?man, Turkey",earthquake,,3.8,0.37,,reviewed,iscgem,iscgem
1950-11-28T17:53:21.120Z,39.732,28.21,15,5.36,mw,,,,,iscgemsup,iscgemsup896111,2022-05-09T20:40:45.200Z,"6 km NE of Kepsut, Turkey",earthquake,,4.2,0.36,,reviewed,iscgemsup,iscgemsup
1950-09-04T12:17:12.390Z,41.323,34.421,15,5.28,mw,,,,,iscgemsup,iscgemsup895797,2022-05-09T20:39:28.094Z,"Central Turkey",earthquake,,25,0.46,,reviewed,iscgemsup,iscgemsup
1950-05-09T09:20:03.910Z,38.039,38.515,15,5.44,mw,,,,,iscgem,iscgem895416,2022-04-26T18:25:10.506Z,"8 km W of Sincik, Turkey",earthquake,,4.9,0.34,,reviewed,iscgem,iscgem
1950-05-03T07:13:42.330Z,38.464,27.415,15,5.27,mw,,,,,iscgemsup,iscgemsup895406,2022-05-09T20:35:10.269Z,"4 km N of Kemalpa?a, Turkey",earthquake,,4.3,0.43,,reviewed,iscgemsup,iscgemsup
1949-11-23T16:50:59.510Z,38.429,26.381,15,5.59,mw,,,,,iscgem,iscgem897043,2022-04-26T18:38:23.505Z,"13 km NNE of Çe?me, Turkey",earthquake,,4.9,0.23,,reviewed,iscgem,iscgem
1949-08-23T13:40:44.220Z,39.174,41.128,15,5.28,mw,,,,,iscgemsup,iscgemsup896795,2022-05-09T20:50:50.944Z,"16 km SE of Karl?ova, Turkey",earthquake,,4.1,0.56,,reviewed,iscgemsup,iscgemsup
1949-08-17T20:45:26.030Z,39.218,40.717,15,5.51,mw,,,,,iscgem,iscgem896774,2022-04-26T18:37:26.331Z,"26 km WSW of Karl?ova, Turkey",earthquake,,6.1,0.28,,reviewed,iscgem,iscgem
1949-08-17T18:44:17.950Z,39.503,40.671,15,6.78,mw,,,,,iscgem,iscgem896772,2022-04-26T18:37:24.758Z,"14 km ENE of Yedisu, Turkey",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1949-07-30T17:47:09.220Z,38.898,27.106,35,5.42,mw,,,,,iscgemsup,iscgemsup896724,2022-05-09T20:49:25.351Z,"3 km ENE of Yeni?akran, Turkey",earthquake,,4.7,0.2,,reviewed,iscgemsup,iscgemsup
1949-07-23T15:03:35.480Z,38.718,26.48,15,7.16,mw,,,,,iscgem,iscgem896705,2022-04-26T18:37:07.129Z,"9 km NNW of Karaburun, Turkey",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1949-07-07T12:21:10.670Z,35.915,27.41,15,5.36,mw,,,,,iscgemsup,iscgemsup896636,2022-05-09T20:47:43.349Z,"48 km NNE of Karpathos, Greece",earthquake,,13.7,0.2,,reviewed,iscgemsup,iscgemsup
1949-05-13T20:14:06.440Z,40.93,32.677,15,5.51,mw,,,,,iscgem,iscgem896529,2022-04-26T18:36:05.427Z,"13 km ENE of Gözyeri, Turkey",earthquake,,6,0.28,,reviewed,iscgem,iscgem
1949-04-25T23:09:12.110Z,37.915,39.234,15,5.5,mw,,,,,iscgem,iscgem896487,2022-04-26T18:35:52.409Z,"19 km NNW of Siverek, Turkey",earthquake,,5.8,0.2,,reviewed,iscgem,iscgem
1949-02-05T00:28:19.710Z,39.825,29.561,15,5.5,mw,,,,,iscgem,iscgem896311,2022-04-26T18:34:06.361Z,"4 km WNW of Domaniç, Turkey",earthquake,,6.5,0.2,,reviewed,iscgem,iscgem
1948-11-13T04:44:49.710Z,40.315,28.814,15,5.73,mw,,,,,iscgem,iscgem897633,2022-04-26T18:45:40.149Z,"8 km SW of Mudanya, Turkey",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1948-08-18T19:06:13.460Z,38.39,39.141,15,5.38,mw,,,,,iscgemsup,iscgemsup897501,2022-05-09T15:35:04.473Z,"13 km NE of Do?anyol, Turkey",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
1948-08-10T13:27:00.940Z,37.836,28.893,15,5.34,mw,,,,,iscgemsup,iscgemsup897490,2022-05-09T15:34:54.774Z,"4 km NE of Babada?, Turkey",earthquake,,4.8,0.22,,reviewed,iscgemsup,iscgemsup
1948-04-30T14:50:46.370Z,35.998,30.966,15,5.24,mw,,,,,iscgemsup,iscgemsup897307,2022-05-09T15:29:45.379Z,"68 km SE of Tekirova, Turkey",earthquake,,24.9,0.56,,reviewed,iscgemsup,iscgemsup
1948-02-12T22:27:15.130Z,35.845,27.43,15,5.63,mw,,,,,iscgem,iscgem897192,2022-04-26T18:39:30.923Z,"42 km NNE of Karpathos, Greece",earthquake,,13.7,0.22,,reviewed,iscgem,iscgem
1947-12-19T17:31:17.590Z,40.825,32.861,15,5.22,mw,,,,,iscgemsup,iscgemsup898188,2022-05-09T15:53:34.208Z,"3 km WNW of Çerke?, Turkey",earthquake,,3,0.55,,reviewed,iscgemsup,iscgemsup
1947-12-09T23:40:01.520Z,36.511,34.751,15,5.84,mw,,,,,iscgem,iscgem898175,2022-04-26T18:52:44.476Z,"34 km SSE of Mersin, Turkey",earthquake,,3.7,0.47,,reviewed,iscgem,iscgem
1947-04-19T17:39:10.180Z,37.365,43.377,15,5.64,mw,,,,,iscgem,iscgem897822,2022-04-26T18:48:00.458Z,"9 km ENE of Ortaköy, Turkey",earthquake,,5.4,0.45,,reviewed,iscgem,iscgem
1947-04-12T14:05:14.350Z,39.594,25.3,35,5.73,mw,,,,,iscgem,iscgem897815,2022-04-26T18:47:54.064Z,"37 km SSE of Mýrina, Greece",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1946-07-16T19:45:27.200Z,38.514,31.128,15,5.48,mw,,,,,iscgem,iscgem898468,2022-04-26T18:56:50.329Z,"8 km WSW of Sultanda??, Turkey",earthquake,,6.4,0.24,,reviewed,iscgem,iscgem
1946-05-31T03:12:46.080Z,39.23,41.374,15,5.93,mw,,,,,iscgem,iscgem898413,2022-04-26T18:56:07.310Z,"9 km NW of Varto, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1946-04-12T07:36:55.260Z,36.315,26.674,15,5.51,mw,,,,,iscgem,iscgem898350,2022-04-26T18:55:06.045Z,"39 km SE of Astypálaia, Greece",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1946-02-21T15:43:07.760Z,38.209,31.873,15,5.78,mw,,,,,iscgem,iscgem898259,2022-04-26T18:53:49.402Z,"8 km SSW of Ilg?n, Turkey",earthquake,,5.8,0.22,,reviewed,iscgem,iscgem
1946-01-21T11:25:27.350Z,41.24,33.971,15,5.42,mw,,,,,iscgemsup,iscgemsup898223,2022-05-09T15:54:09.809Z,"22 km SE of Kastamonu, Turkey",earthquake,,5,0.6,,reviewed,iscgemsup,iscgemsup
1945-11-20T06:27:58.590Z,38.534,43.576,15,5.71,mw,,,,,iscgem,iscgem899203,2022-04-26T19:03:53.894Z,"eastern Turkey",earthquake,,5.5,0.2,,reviewed,iscgem,iscgem
1945-10-26T13:56:47.200Z,41.407,33.47,15,6.13,mw,,,,,iscgem,iscgem899161,2022-04-26T19:03:23.526Z,"7 km S of Daday, Turkey",earthquake,,3.6,0.44,,reviewed,iscgem,iscgem
1945-06-07T01:20:42.150Z,41.189,33.511,15,5.36,mw,,,,,iscgemsup,iscgemsup898951,2022-05-09T16:17:05.863Z,"4 km WSW of ?hsangazi, Turkey",earthquake,,5.6,0.4,,reviewed,iscgemsup,iscgemsup
1945-03-20T07:58:52.300Z,37.244,35.859,15,6.06,mw,,,,,iscgem,iscgem898851,2022-04-26T19:00:02.963Z,"18 km E of ?mamo?lu, Turkey",earthquake,,9.6,0.2,,reviewed,iscgem,iscgem
1945-03-02T10:39:45.430Z,41.373,33.433,15,5.75,mw,,,,,iscgem,iscgem898823,2022-04-26T18:59:45.127Z,"12 km SSW of Daday, Turkey",earthquake,,3.6,0.2,,reviewed,iscgem,iscgem
1945-01-15T05:30:11.140Z,38.426,43.865,15,5.63,mw,,,,,iscgem,iscgem898759,2022-04-26T18:58:55.558Z,"27 km SSW of Özalp, Turkey",earthquake,,5.4,0.2,,reviewed,iscgem,iscgem
1944-10-07T21:34:25.250Z,39.181,26.406,15,5.5,mw,,,,,iscgem,iscgem899571,2022-04-26T19:08:14.689Z,"10 km WNW of Pámfila, Greece",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1944-10-06T02:34:47.630Z,39.509,26.587,15,6.74,mw,,,,,iscgem,iscgem899568,2022-04-26T19:08:13.323Z,"15 km WSW of Alt?noluk, Turkey",earthquake,,3.9,0.29,,reviewed,iscgem,iscgem
1944-09-30T04:13:18.950Z,41.045,34.643,15,5.45,mw,,,,,iscgem,iscgem899559,2022-04-26T19:07:45.122Z,"15 km WNW of Osmanc?k, Turkey",earthquake,,4.8,0.28,,reviewed,iscgem,iscgem
1944-07-20T10:37:29.370Z,35.745,27.099,65,5.67,mw,,,,,iscgem,iscgem899467,2022-04-26T19:06:49.628Z,"28 km NNW of Karpathos, Greece",earthquake,,11.3,0.2,,reviewed,iscgem,iscgem
1944-07-17T10:53:49.160Z,36.024,43.291,15,5.99,mw,,,,,iscgem,iscgem899464,2022-04-26T19:06:42.423Z,"28 km SSW of Al-Hamdaniya, Iraq",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1944-06-25T06:57:47.750Z,38.841,29.949,15,5.55,mw,,,,,iscgem,iscgem899441,2022-04-26T19:06:33.121Z,"2 km WSW of Dumlup?nar, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1944-06-25T04:16:16.660Z,38.901,30.303,10,6.07,mw,,,,,iscgem,iscgem899440,2022-04-26T19:06:31.674Z,"17 km SW of ?hsaniye, Turkey",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1944-05-27T23:52:32.250Z,35.983,27.187,65,5.82,mw,,,,,iscgem,iscgem899392,2022-04-26T19:06:24.829Z,"52 km N of Karpathos, Greece",earthquake,,23,0.28,,reviewed,iscgem,iscgem
1944-04-05T04:40:43.900Z,40.798,31.15,15,5.65,mw,,,,,iscgem,iscgem899351,2022-04-26T19:06:09.636Z,"4 km SSW of Düzce, Turkey",earthquake,,4.1,0.2,,reviewed,iscgem,iscgem
1944-02-10T12:05:24.560Z,41.315,32.949,15,5.71,mw,,,,,iscgem,iscgem899295,2022-04-26T19:05:43.627Z,"12 km S of Eflani, Turkey",earthquake,,25,0.51,,reviewed,iscgem,iscgem
1944-02-02T03:33:14.730Z,40.549,31.517,15,5.67,mw,,,,,iscgem,iscgem899282,2022-04-26T19:05:24.258Z,"16 km NNW of Seben, Turkey",earthquake,,14.6,0.2,,reviewed,iscgem,iscgem
1944-02-01T21:24:43.680Z,40.73,31.355,15,5.71,mw,,,,,iscgem,iscgem899281,2022-04-26T19:05:21.605Z,"20 km SE of Düzce, Turkey",earthquake,,14.6,0.2,,reviewed,iscgem,iscgem
1944-02-01T03:22:40.830Z,40.66,32.998,30,7.6,mw,,,,,iscgem,iscgem899277,2022-04-26T19:05:14.455Z,"10 km WNW of Orta, Turkey",earthquake,,4.8,0.4,,reviewed,iscgem,iscgem
1944-01-05T07:44:06.610Z,36.28,27.803,15,5.7,mw,,,,,iscgem,iscgem899257,2022-04-26T19:04:58.621Z,"7 km NW of Émponas, Greece",earthquake,,34.5,0.23,,reviewed,iscgem,iscgem
1943-11-29T18:45:38.360Z,38.54,41.475,15,5.79,mw,,,,,iscgem,iscgem900112,2022-04-26T19:15:01.913Z,"21 km S of Mu?, Turkey",earthquake,,3.9,0.69,,reviewed,iscgem,iscgem
1943-11-26T22:20:48.560Z,40.867,33.651,20,7.5,mw,,,,,iscgem,iscgem900102,2022-04-26T19:14:46.525Z,"6 km SSE of Ilgaz, Turkey",earthquake,,5,0.4,,reviewed,iscgem,iscgem
1943-11-20T10:01:55.880Z,36.559,28.682,15,5.84,mw,,,,,iscgem,iscgem900095,2022-04-26T19:14:44.527Z,"17 km S of Sarigerme, Turkey",earthquake,,22.7,0.43,,reviewed,iscgem,iscgem
1943-10-16T13:08:46.770Z,35.994,27.733,15,5.74,mw,,,,,iscgem,iscgem900043,2022-04-26T19:13:35.551Z,"27 km WSW of Lárdos, Greece",earthquake,,13.7,0.43,,reviewed,iscgem,iscgem
1943-06-20T15:32:53.390Z,40.5,30.525,15,6.44,mw,,,,,iscgem,iscgem899896,2022-04-26T19:12:20.905Z,"11 km NNE of Tarakl?, Turkey",earthquake,,3.9,0.23,,reviewed,iscgem,iscgem
1943-01-11T11:56:17.870Z,36.566,27.588,15,5.46,mw,,,,,iscgem,iscgem899692,2022-04-26T19:09:39.223Z,"20 km SSW of Datça, Turkey",earthquake,,13.5,0.57,,reviewed,iscgem,iscgem
1942-12-20T14:03:09.060Z,40.907,36.744,10,7,mw,,,,,iscgem,iscgem900592,2022-04-26T19:23:20.878Z,"13 km SE of Ayvac?k, Turkey",earthquake,,3.6,0.4,,reviewed,iscgem,iscgem
1942-12-11T02:39:16.470Z,40.941,35.08,15,6,mw,,,,,iscgem,iscgem900580,2022-04-26T19:23:06.140Z,"13 km WNW of Gümü?hac?köy, Turkey",earthquake,,4.1,0.2,,reviewed,iscgem,iscgem
1942-12-02T19:04:23.930Z,41.166,35.592,15,5.98,mw,,,,,iscgem,iscgem900573,2022-04-26T19:22:49.673Z,"11 km ENE of Vezirköprü, Turkey",earthquake,,2.9,0.23,,reviewed,iscgem,iscgem
1942-11-21T14:01:46.970Z,40.754,34.888,15,5.81,mw,,,,,iscgem,iscgem900563,2022-04-26T19:22:39.193Z,"2 km SSE of Laçin, Turkey",earthquake,,4.1,0.2,,reviewed,iscgem,iscgem
1942-11-15T17:01:20.850Z,39.364,28.886,15,6.17,mw,,,,,iscgem,iscgem900552,2022-04-26T19:22:25.079Z,"31 km NNW of Simav, Turkey",earthquake,,6.3,0.22,,reviewed,iscgem,iscgem
1942-10-28T02:22:49.370Z,39.052,27.957,15,5.84,mw,,,,,iscgem,iscgem900513,2022-04-26T19:21:40.486Z,"17 km NE of Akhisar, Turkey",earthquake,,5.1,0.32,,reviewed,iscgem,iscgem
1942-08-12T20:38:42.860Z,38.812,27.59,15,5.43,mw,,,,,iscgemsup,iscgemsup900420,2022-05-09T16:40:50.681Z,"8 km NNE of Saruhanl?, Turkey",earthquake,,4.9,0.35,,reviewed,iscgemsup,iscgemsup
1942-06-21T04:38:33.740Z,36.034,26.97,15,5.52,mw,,,,,iscgem,iscgem900345,2022-04-26T19:19:01.994Z,"62 km NNW of Karpathos, Greece",earthquake,,23,0.2,,reviewed,iscgem,iscgem
1942-06-16T05:42:32.890Z,40.729,27.726,10,5.86,mw,,,,,iscgem,iscgem900337,2022-04-26T19:18:49.349Z,"21 km NE of Marmara, Turkey",earthquake,,4.3,0.29,,reviewed,iscgem,iscgem
1942-02-05T01:15:56.180Z,38.672,27.77,15,5.47,mw,,,,,iscgem,iscgem900189,2022-04-26T19:16:52.624Z,"13 km WSW of Gölmarmara, Turkey",earthquake,,5.3,0.35,,reviewed,iscgem,iscgem
1942-02-02T17:05:30.170Z,36.288,28.096,15,5.67,mw,,,,,iscgem,iscgem900186,2022-04-26T19:16:47.502Z,"5 km W of Afántou, Greece",earthquake,,34.5,0.22,,reviewed,iscgem,iscgem
1941-12-13T06:16:02.950Z,36.81,27.947,15,5.96,mw,,,,,iscgem,iscgem901119,2022-04-26T19:32:45.201Z,"23 km NNE of Sými, Greece",earthquake,,5.8,0.2,,reviewed,iscgem,iscgem
1941-11-12T10:04:54.790Z,39.782,39.506,15,6.04,mw,,,,,iscgem,iscgem901072,2022-04-26T19:31:37.362Z,"4 km NNE of Erzincan, Turkey",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1941-09-21T22:40:28.420Z,38.986,29.978,15,5.57,mw,,,,,iscgem,iscgem901015,2022-04-26T19:30:19.119Z,"14 km N of Dumlup?nar, Turkey",earthquake,,6.4,0.34,,reviewed,iscgem,iscgem
1941-09-10T21:53:55.350Z,39.196,43.444,15,5.97,mw,,,,,iscgem,iscgem900990,2022-04-26T19:29:41.715Z,"20 km NNE of Erci?, Turkey",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1941-07-13T15:39:33.160Z,37.698,26.383,15,5.88,mw,,,,,iscgem,iscgem900899,2022-04-26T19:28:23.048Z,"12 km NE of Agios Kirykos, Greece",earthquake,,5.5,0.24,,reviewed,iscgem,iscgem
1941-06-23T08:00:40.060Z,37.912,27.437,15,5.36,mw,,,,,iscgemsup,iscgemsup900859,2022-05-09T16:45:10.774Z,"7 km SE of Selçuk, Turkey",earthquake,,5.7,0.2,,reviewed,iscgemsup,iscgemsup
1941-05-23T23:00:45.640Z,37.08,28.426,15,5.39,mw,,,,,iscgemsup,iscgemsup900823,2022-05-09T16:44:23.615Z,"2 km SSE of Ula, Turkey",earthquake,,6.6,0.59,,reviewed,iscgemsup,iscgemsup
1941-05-23T22:34:12.270Z,36.962,28.431,15,5.57,mw,,,,,iscgem,iscgem900822,2022-04-26T19:27:08.537Z,"15 km S of Ula, Turkey",earthquake,,6.6,0.23,,reviewed,iscgem,iscgem
1941-05-23T19:51:54.850Z,36.956,28.344,15,6.02,mw,,,,,iscgem,iscgem900820,2022-04-26T19:27:07.293Z,"12 km NNE of Marmaris, Turkey",earthquake,,6.6,0.2,,reviewed,iscgem,iscgem
1941-04-27T13:01:27.170Z,39.646,35.728,15,5.96,mw,,,,,iscgem,iscgem900785,2022-04-26T19:26:30.006Z,"13 km W of Akda?madeni, Turkey",earthquake,,3.8,0.29,,reviewed,iscgem,iscgem
1941-01-09T18:13:29.920Z,38.006,27.304,15,5.6,mw,,,,,iscgem,iscgem900615,2022-04-26T19:23:34.937Z,"8 km NW of Selçuk, Turkey",earthquake,,5.7,0.2,,reviewed,iscgem,iscgem
1940-10-18T12:25:54.690Z,38.594,44.204,15,5.73,mw,,,,,iscgem,iscgem901658,2022-04-26T19:38:41.233Z,"19 km ESE of Özalp, Turkey",earthquake,,5.4,0.2,,reviewed,iscgem,iscgem
1940-09-23T19:30:22.780Z,39.02,39.505,15,5.21,mw,,,,,iscgemsup,iscgemsup901606,2022-05-09T16:51:09.519Z,"8 km W of Mazgirt, Turkey",earthquake,,11.6,0.2,,reviewed,iscgemsup,iscgemsup
1940-08-16T18:23:17.190Z,35.799,30.404,15,5.4,mw,,,,,iscgemsup,iscgemsup901538,2022-05-09T16:50:33.675Z,"59 km S of Beykonak, Turkey",earthquake,,29.8,0.25,,reviewed,iscgemsup,iscgemsup
1940-08-16T16:02:28.870Z,35.956,30.62,15,5.69,mw,,,,,iscgem,iscgem901537,2022-04-26T19:36:32.042Z,"49 km SE of Beykonak, Turkey",earthquake,,29.8,0.2,,reviewed,iscgem,iscgem
1940-07-31T10:36:33.430Z,39.696,35.639,15,5.4,mw,,,,,iscgemsup,iscgemsup901512,2022-05-09T16:50:11.636Z,"10 km E of Saraykent, Turkey",earthquake,,3.8,0.2,,reviewed,iscgemsup,iscgemsup
1940-07-30T00:12:11.280Z,39.833,35.476,15,6.21,mw,,,,,iscgem,iscgem901508,2022-04-26T19:36:19.085Z,"15 km N of Saraykent, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1940-07-10T13:11:02.580Z,41.443,43.824,15,5.43,mw,,,,,iscgemsup,iscgemsup901472,2022-05-09T16:49:45.732Z,"27 km NE of Ninotsminda, Georgia",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
